PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16711756","Quantitative structure-activity relationship studies on inhibition of HERG potassium channels","Yoshida K, Niwa T.","J Chem Inf Model. 2006 May-Jun;46(3):1371-8. doi: 10.1021/ci050450g.","Yoshida K","J Chem Inf Model","2006","2006/05/23","","","10.1021/ci050450g"
"31647061","Feature engineering applied to intraoperative in vivo Raman spectroscopy sheds light on molecular processes in brain cancer: a retrospective study of 65 patients","Lemoine É , Dallaire F , Yadav R , Agarwal R , Kadoury S , Trudel D , Guiot MC , Petrecca K , Leblond F .","Analyst. 2019 Nov 4;144(22):6517-6532. doi: 10.1039/c9an01144g.","Lemoine É","Analyst","2019","2019/10/25","","","10.1039/c9an01144g"
"28975263","Interpretability of Cancer Clinical Trial Results Using Restricted Mean Survival Time as an Alternative to the Hazard Ratio","Pak K, Uno H, Kim DH, Tian L, Kane RC, Takeuchi M, Fu H, Claggett B, Wei LJ.","JAMA Oncol. 2017 Dec 1;3(12):1692-1696. doi: 10.1001/jamaoncol.2017.2797.","Pak K","JAMA Oncol","2017","2017/10/05","PMC5824272","","10.1001/jamaoncol.2017.2797"
"35187667","Lung cancer diagnosis using deep attention-based multiple instance learning and radiomics","Chen J, Zeng H, Zhang C, Shi Z, Dekker A, Wee L, Bermejo I.","Med Phys. 2022 Feb 20. doi: 10.1002/mp.15539. Online ahead of print.","Chen J","Med Phys","2022","2022/02/21","","","10.1002/mp.15539"
"24003355","Diagnostic accuracy of cardiac computed tomography angiography for myocardial infarction","Srichai MB, Chandarana H, Donnino R, Lim II, Leidecker C, Babb J, Jacobs JE.","World J Radiol. 2013 Aug 28;5(8):295-303. doi: 10.4329/wjr.v5.i8.295.","Srichai MB","World J Radiol","2013","2013/09/05","PMC3758497","","10.4329/wjr.v5.i8.295"
"25158615","Investigating long-term effects of cochlear implantation in single-sided deafness: a best practice model for longitudinal assessment of spatial hearing abilities and tinnitus handicap","Gartrell BC, Jones HG, Kan A, Buhr-Lawler M, Gubbels SP, Litovsky RY.","Otol Neurotol. 2014 Oct;35(9):1525-32. doi: 10.1097/MAO.0000000000000437.","Gartrell BC","Otol Neurotol","2014","2014/08/28","PMC4334463","NIHMS660616","10.1097/MAO.0000000000000437"
"25278315","Item response theory-based measure of global disability in multiple sclerosis derived from the Performance Scales and related items","Chamot E, Kister I, Cutter GR.","BMC Neurol. 2014 Oct 3;14:192. doi: 10.1186/s12883-014-0192-1.","Chamot E","BMC Neurol","2014","2014/10/04","PMC4195863","","10.1186/s12883-014-0192-1"
"32106256","PAPPI: Personalized analysis of plantar pressure images using statistical modelling and parametric mapping","Booth BG, Hoefnagels E, Huysmans T, Sijbers J, Keijsers NLW.","PLoS One. 2020 Feb 27;15(2):e0229685. doi: 10.1371/journal.pone.0229685. eCollection 2020.","Booth BG","PLoS One","2020","2020/02/28","PMC7046232","","10.1371/journal.pone.0229685"
"24974282","Metacognitions and emotional schemas: a new cognitive perspective for the distinction between unipolar and bipolar depression","Batmaz S, Ulusoy Kaymak S, Kocbiyik S, Turkcapar MH.","Compr Psychiatry. 2014 Oct;55(7):1546-55. doi: 10.1016/j.comppsych.2014.05.016. Epub 2014 Jun 2.","Batmaz S","Compr Psychiatry","2014","2014/06/30","","","10.1016/j.comppsych.2014.05.016"
"19195974","Raymond's Paragraph System: an alternative format for the organization of gross pathology reports and its implementation in an academic teaching hospital","Dayton AS, Ro JY, Schwartz MR, Ayala AG, Raymond AK.","Arch Pathol Lab Med. 2009 Feb;133(2):298-302. doi: 10.5858/133.2.298.","Dayton AS","Arch Pathol Lab Med","2009","2009/02/07","","","10.5858/133.2.298"
"18555256","Pedobarographic statistical parametric mapping (pSPM): a pixel-level approach to foot pressure image analysis","Pataky TC, Goulermas JY.","J Biomech. 2008 Jul 19;41(10):2136-43. doi: 10.1016/j.jbiomech.2008.04.034. Epub 2008 Jun 13.","Pataky TC","J Biomech","2008","2008/06/17","","","10.1016/j.jbiomech.2008.04.034"
"34167537","Development of a discharge education program using the teach-back method for heart failure patients","Oh EG, Lee HJ, Yang YL, Lee S, Kim YM.","BMC Nurs. 2021 Jun 24;20(1):109. doi: 10.1186/s12912-021-00622-2.","Oh EG","BMC Nurs","2021","2021/06/25","PMC8223392","","10.1186/s12912-021-00622-2"
"24285902","The cingulo-opercular network provides word-recognition benefit","Vaden KI Jr, Kuchinsky SE, Cute SL, Ahlstrom JB, Dubno JR, Eckert MA.","J Neurosci. 2013 Nov 27;33(48):18979-86. doi: 10.1523/JNEUROSCI.1417-13.2013.","Vaden KI Jr","J Neurosci","2013","2013/11/29","PMC3841458","","10.1523/JNEUROSCI.1417-13.2013"
"34151800","Analysis of Time Trends in Alzheimer's Disease and Related Dementias Using Partitioning Approach","Akushevich I, Yashkin AP, Kravchenko J, Yashin AI.","J Alzheimers Dis. 2021;82(3):1277-1289. doi: 10.3233/JAD-210273.","Akushevich I","J Alzheimers Dis","2021","2021/06/21","","","10.3233/JAD-210273"
"33406036","Video-Based Facial Weakness Analysis","Zhuang Y, McDonald MM, Aldridge CM, Hassan MA, Uribe O, Arteaga D, Southerland AM, Rohde GK.","IEEE Trans Biomed Eng. 2021 Sep;68(9):2698-2705. doi: 10.1109/TBME.2021.3049739. Epub 2021 Aug 19.","Zhuang Y","IEEE Trans Biomed Eng","2021","2021/01/06","","","10.1109/TBME.2021.3049739"
"26384291","Effects of Steady-State Noise on Verbal Working Memory in Young Adults","Marrone N, Alt M, DeDe G, Olson S, Shehorn J.","J Speech Lang Hear Res. 2015 Dec;58(6):1793-804. doi: 10.1044/2015_JSLHR-H-14-0223.","Marrone N","J Speech Lang Hear Res","2015","2015/09/19","PMC4987033","","10.1044/2015_JSLHR-H-14-0223"
"22255846","Investigaton of the neuronal efficacy and EEG source power under steady-state visual stimulation","Duru AD, Erdogan SB, Kasikci I, Bayram A, Ademoglu A, Demiralp T.","Annu Int Conf IEEE Eng Med Biol Soc. 2011;2011:6576-9. doi: 10.1109/IEMBS.2011.6091622.","Duru AD","Annu Int Conf IEEE Eng Med Biol Soc","2011","2012/01/19","","","10.1109/IEMBS.2011.6091622"
"29033024","A Predictive Model for a Reputation-Based General Surgery Residency Match and a Novel Online Calculator","Killian JT Jr, Leeper JD, Xu Q, Sauer PF Jr, Porterfield JR Jr.","J Surg Educ. 2018 Jul-Aug;75(4):846-853. doi: 10.1016/j.jsurg.2017.09.012. Epub 2017 Oct 9.","Killian JT Jr","J Surg Educ","2018","2017/10/17","","","10.1016/j.jsurg.2017.09.012"
"19671429","Information sheets and informed consent forms for clinical study participants: towards standardised recommendations?","Chassany O, Bernard-Harlaut M, Guy G, Billon N.","Therapie. 2009 May-Jun;64(3):161-86. doi: 10.2515/therapie/2009035. Epub 2009 Aug 13.","Chassany O","Therapie","2009","2009/08/13","","","10.2515/therapie/2009035"
"17938785","Attributable mortality due to nosocomial infections. A simple and useful application of multistate models","Schumacher M, Wangler M, Wolkewitz M, Beyersmann J.","Methods Inf Med. 2007;46(5):595-600.","Schumacher M","Methods Inf Med","2007","2007/10/17","","",""
"18684691","[In vitro susceptibility of P. falciparum isolates from Abidjan (Côte d'Ivoire) to quinine, artesunate and chloroquine]","Touré AO, Koné LP, Jambou R, Konan TD, Demba S, Beugre GE, Koné M.","Sante. 2008 Jan-Mar;18(1):43-7. doi: 10.1684/san.2008.0103.","Touré AO","Sante","2008","2008/08/08","","","10.1684/san.2008.0103"
"24852596","A community-engaged approach to quantifying caregiver preferences for the benefits and risks of emerging therapies for Duchenne muscular dystrophy","Peay HL, Hollin I, Fischer R, Bridges JF.","Clin Ther. 2014 May;36(5):624-37. doi: 10.1016/j.clinthera.2014.04.011.","Peay HL","Clin Ther","2014","2014/05/24","","","10.1016/j.clinthera.2014.04.011"
"33302704","Patients' Perceptions of Functional Improvement in Psychotherapy for Mood Disorders","Crowe M, Inder M, Porter R, Wells H, Jordan J, Lacey C, Eggleston K, Douglas K.","Am J Psychother. 2021 Mar 1;74(1):22-29. doi: 10.1176/appi.psychotherapy.202020200017. Epub 2020 Dec 11.","Crowe M","Am J Psychother","2021","2020/12/11","","","10.1176/appi.psychotherapy.202020200017"
"32641002","Translation and validation of the Dutch Pittsburgh Fatigability Scale for older adults","Feenstra M, Smidt N, van Munster BC, Glynn NW, de Rooij SE.","BMC Geriatr. 2020 Jul 8;20(1):234. doi: 10.1186/s12877-020-01630-8.","Feenstra M","BMC Geriatr","2020","2020/07/10","PMC7346360","","10.1186/s12877-020-01630-8"
"30696271","Cerebellar-Prefrontal Network Connectivity and Negative Symptoms in Schizophrenia","Brady RO Jr, Gonsalvez I, Lee I, Öngür D, Seidman LJ, Schmahmann JD, Eack SM, Keshavan MS, Pascual-Leone A, Halko MA.","Am J Psychiatry. 2019 Jul 1;176(7):512-520. doi: 10.1176/appi.ajp.2018.18040429. Epub 2019 Jan 30.","Brady RO Jr","Am J Psychiatry","2019","2019/01/31","PMC6760327","NIHMS1511312","10.1176/appi.ajp.2018.18040429"
"26192889","Differentiation of healthy and malignant tissue in colon cancer patients using optical spectroscopy: A tool for image-guided surgery","Langhout GC, Spliethoff JW, Schmitz SJ, Aalbers AGJ, van Velthuysen MF, Hendriks BHW, Ruers TJM, Kuhlmann KFD.","Lasers Surg Med. 2015 Sep;47(7):559-565. doi: 10.1002/lsm.22388. Epub 2015 Jul 20.","Langhout GC","Lasers Surg Med","2015","2015/07/21","","","10.1002/lsm.22388"
"23885241","Plurigon: three dimensional visualization and classification of high-dimensionality data","Martin B, Chen H, Daimon CM, Chadwick W, Siddiqui S, Maudsley S.","Front Physiol. 2013 Jul 22;4:190. doi: 10.3389/fphys.2013.00190. eCollection 2013.","Martin B","Front Physiol","2013","2013/07/26","PMC3717481","","10.3389/fphys.2013.00190"
"35238805","The Knee Injury and Osteoarthritis Outcome Score Does Not Have Adequate Structural Validity for Use with Young, Active Patients with ACL Tears","Marmura H, Tremblay PF, Getgood AMJ, Bryant DM.","Clin Orthop Relat Res. 2022 Mar 2. doi: 10.1097/CORR.0000000000002158. Online ahead of print.","Marmura H","Clin Orthop Relat Res","2022","2022/03/03","","","10.1097/CORR.0000000000002158"
"34044155","Clinical decision-making framework against over-testing based on modeling implicit evaluation criteria","Yang Y, Huo H, Jiang J, Sun X, Guan Y, Guo X, Wan X, Liu S.","J Biomed Inform. 2021 Jul;119:103823. doi: 10.1016/j.jbi.2021.103823. Epub 2021 May 24.","Yang Y","J Biomed Inform","2021","2021/05/27","","","10.1016/j.jbi.2021.103823"
"30078500","[Validity and reliability of the sense of coherence scale among nursing undergraduate students from a Spanish university]","Vega Martínez MDC, Frías Osuna A, Del Pino Casado R.","Gac Sanit. 2019 Jul-Aug;33(4):310-316. doi: 10.1016/j.gaceta.2018.02.009. Epub 2018 Aug 2.","Vega Martínez MDC","Gac Sanit","2019","2018/08/07","","","10.1016/j.gaceta.2018.02.009"
"28786513","Chemical Potential of the Solvent: A Crucial Player for Rationalizing Host-Guest Affinities","Baudet K, Guerra S, Piguet C.","Chemistry. 2017 Nov 27;23(66):16787-16798. doi: 10.1002/chem.201703184. Epub 2017 Sep 21.","Baudet K","Chemistry","2017","2017/08/09","","","10.1002/chem.201703184"
"19837201","Illness perceptions and emotional well-being in men treated for localized prostate cancer","Traeger L, Penedo FJ, Gonzalez JS, Dahn JR, Lechner SC, Schneiderman N, Antoni MH.","J Psychosom Res. 2009 Nov;67(5):389-97. doi: 10.1016/j.jpsychores.2009.03.013. Epub 2009 May 19.","Traeger L","J Psychosom Res","2009","2009/10/20","","","10.1016/j.jpsychores.2009.03.013"
"18782967","Internal consistency of the CHAMPS physical activity questionnaire for Spanish speaking older adults","Rosario MG, Vázquez JM, Cruz WI, Ortiz A.","P R Health Sci J. 2008 Sep;27(3):224-8.","Rosario MG","P R Health Sci J","2008","2008/09/12","","",""
"16269869","Delusions in individuals with schizophrenia: factor structure, clinical correlates, and putative neurobiology","Kimhy D, Goetz R, Yale S, Corcoran C, Malaspina D.","Psychopathology. 2005 Nov-Dec;38(6):338-44. doi: 10.1159/000089455. Epub 2005 Nov 1.","Kimhy D","Psychopathology","2005","2005/11/05","PMC3835525","NIHMS504822","10.1159/000089455"
"26054047","Alternatives to Hazard Ratios for Comparing the Efficacy or Safety of Therapies in Noninferiority Studies","Uno H, Wittes J, Fu H, Solomon SD, Claggett B, Tian L, Cai T, Pfeffer MA, Evans SR, Wei LJ.","Ann Intern Med. 2015 Jul 21;163(2):127-34. doi: 10.7326/M14-1741.","Uno H","Ann Intern Med","2015","2015/06/09","PMC4510023","NIHMS701443","10.7326/M14-1741"
"20927459","Differentiation between normal and tumor vasculature of animal and human glioma by FTIR imaging","Wehbe K, Pineau R, Eimer S, Vital A, Loiseau H, Déléris G.","Analyst. 2010 Dec;135(12):3052-9. doi: 10.1039/c0an00513d. Epub 2010 Oct 7.","Wehbe K","Analyst","2010","2010/10/08","","","10.1039/c0an00513d"
"22949387","Calibration of multiple in silico tools for predicting pathogenicity of mismatch repair gene missense substitutions","Thompson BA, Greenblatt MS, Vallee MP, Herkert JC, Tessereau C, Young EL, Adzhubey IA, Li B, Bell R, Feng B, Mooney SD, Radivojac P, Sunyaev SR, Frebourg T, Hofstra RM, Sijmons RH, Boucher K, Thomas A, Goldgar DE, Spurdle AB, Tavtigian SV.","Hum Mutat. 2013 Jan;34(1):255-65. doi: 10.1002/humu.22214. Epub 2012 Oct 22.","Thompson BA","Hum Mutat","2013","2012/09/06","PMC4318556","NIHMS525444","10.1002/humu.22214"
"26839121","Experiences and reflections of patients with motor neuron disease on breaking the news in a two-tiered appointment: a qualitative study","Seeber AA, Pols AJ, Hijdra A, Grupstra HF, Willems DL, de Visser M.","BMJ Support Palliat Care. 2019 Mar;9(1):e8. doi: 10.1136/bmjspcare-2015-000977. Epub 2016 Feb 2.","Seeber AA","BMJ Support Palliat Care","2019","2016/02/04","","","10.1136/bmjspcare-2015-000977"
"33006199","Social-Emotional Profiles of PTSD, Complex PTSD, and Borderline Personality Disorder Among Racially and Ethnically Diverse Young Adults: A Latent Class Analysis","Saraiya TC, Fitzpatrick S, Zumberg-Smith K, López-Castro T, E Back S, A Hien D.","J Trauma Stress. 2021 Feb;34(1):56-68. doi: 10.1002/jts.22590. Epub 2020 Oct 1.","Saraiya TC","J Trauma Stress","2021","2020/10/02","","","10.1002/jts.22590"
"27789569","The cancer precision medicine knowledge base for structured clinical-grade mutations and interpretations","Huang L, Fernandes H, Zia H, Tavassoli P, Rennert H, Pisapia D, Imielinski M, Sboner A, Rubin MA, Kluk M, Elemento O.","J Am Med Inform Assoc. 2017 May 1;24(3):513-519. doi: 10.1093/jamia/ocw148.","Huang L","J Am Med Inform Assoc","2017","2016/10/30","PMC5391733","","10.1093/jamia/ocw148"
"20621486","Process R&D under the magnifying glass: organization, business model, challenges, and scientific context","Federsel HJ.","Bioorg Med Chem. 2010 Aug 15;18(16):5775-94. doi: 10.1016/j.bmc.2010.06.029. Epub 2010 Jun 16.","Federsel HJ","Bioorg Med Chem","2010","2010/07/13","","","10.1016/j.bmc.2010.06.029"
"17556526","Pediatric development of glucuronidation: the ontogeny of hepatic UGT1A4","Miyagi SJ, Collier AC.","Drug Metab Dispos. 2007 Sep;35(9):1587-92. doi: 10.1124/dmd.107.015214. Epub 2007 Jun 7.","Miyagi SJ","Drug Metab Dispos","2007","2007/06/09","","","10.1124/dmd.107.015214"
"29107999","Association between biomarkers and clinical characteristics in chronic subdural hematoma patients assessed with lasso regression","Pripp AH, Stanišić M.","PLoS One. 2017 Nov 6;12(11):e0186838. doi: 10.1371/journal.pone.0186838. eCollection 2017.","Pripp AH","PLoS One","2017","2017/11/07","PMC5673201","","10.1371/journal.pone.0186838"
"28251442","Documentation of pharmaceutical care: development of an intervention oriented classification system","Maes KA, Bruch S, Hersberger KE, Lampert ML.","Int J Clin Pharm. 2017 Apr;39(2):354-363. doi: 10.1007/s11096-017-0442-6. Epub 2017 Mar 2.","Maes KA","Int J Clin Pharm","2017","2017/03/03","","","10.1007/s11096-017-0442-6"
"33136540","CA-Net: Comprehensive Attention Convolutional Neural Networks for Explainable Medical Image Segmentation","Gu R, Wang G, Song T, Huang R, Aertsen M, Deprest J, Ourselin S, Vercauteren T, Zhang S.","IEEE Trans Med Imaging. 2021 Feb;40(2):699-711. doi: 10.1109/TMI.2020.3035253. Epub 2021 Feb 2.","Gu R","IEEE Trans Med Imaging","2021","2020/11/02","PMC7611411","EMS130998","10.1109/TMI.2020.3035253"
"31128523","A totally data-driven whole-brain multimodal pipeline for the discrimination of Parkinson's disease, multiple system atrophy and healthy control","Nemmi F, Pavy-Le Traon A, Phillips OR, Galitzky M, Meissner WG, Rascol O, Péran P.","Neuroimage Clin. 2019;23:101858. doi: 10.1016/j.nicl.2019.101858. Epub 2019 May 13.","Nemmi F","Neuroimage Clin","2019","2019/05/26","PMC6531871","","10.1016/j.nicl.2019.101858"
"28925156","[Plant metabolomics approach for age discrimination of mountain cultivated ginseng using UPLC-Q-TOF/MS]","Chang XW, Wang BR, Wang T, Li DK, Zhao Y, Zhang YL, Zhou DZ, Ye ZL.","Zhongguo Zhong Yao Za Zhi. 2016 Oct;41(19):3609-3614. doi: 10.4268/cjcmm20161918.","Chang XW","Zhongguo Zhong Yao Za Zhi","2016","2017/09/20","","","10.4268/cjcmm20161918"
"33360591","Validation and psychometric properties of the Spanish version of the questionnaire for assessing the childbirth experience (QACE)","Rodríguez Coll P, Casañas R, Collado Palomares A, Maldonado Aubian G, Salgado Poveda MI, Espada-TresPalacios X, Vicente Garcia M, Escuriet Peiro R.","Sex Reprod Healthc. 2021 Feb;27:100584. doi: 10.1016/j.srhc.2020.100584. Epub 2020 Dec 23.","Rodríguez Coll P","Sex Reprod Healthc","2021","2020/12/28","","","10.1016/j.srhc.2020.100584"
"32943853","Development and Psychometric Analysis of the Measure of Perceived Adherence to the Principles of Medical Ethics in Clinical Educational Settings: Trainee Version (PAMETHIC-CLIN-T)","Toupchian A, Sarbakhsh P, Ghaffari R, Kazemi A, Mahmoodi H, Shaghaghi A.","Patient Prefer Adherence. 2020 Sep 4;14:1615-1621. doi: 10.2147/PPA.S258132. eCollection 2020.","Toupchian A","Patient Prefer Adherence","2020","2020/09/18","PMC7481275","","10.2147/PPA.S258132"
"25881279","Data-driven atypical profiles of depressive symptoms: Identification and validation in a large cohort","Wanders RB, Wardenaar KJ, Penninx BW, Meijer RR, de Jonge P.","J Affect Disord. 2015 Jul 15;180:36-43. doi: 10.1016/j.jad.2015.03.043. Epub 2015 Apr 3.","Wanders RB","J Affect Disord","2015","2015/04/17","","","10.1016/j.jad.2015.03.043"
"23102806","Within-day and between-day variability of transthoracic anatomic M-mode echocardiography in the awake bottlenose dolphin (Tursiops truncatus)","Chetboul V, Lichtenberger J, Mellin M, Mercera B, Hoffmann AC, Chaix G, Trehiou-Sechi E, Misbach C, Petit A, Lefebvre HP, Gaide N, Tissier R, Delfour F.","J Vet Cardiol. 2012 Dec;14(4):511-8. doi: 10.1016/j.jvc.2012.07.002. Epub 2012 Oct 25.","Chetboul V","J Vet Cardiol","2012","2012/10/30","","","10.1016/j.jvc.2012.07.002"
